,X,REGION,LAT,LONG,NAMA_UNIV,KODE,PROGRAM_STUDI,DAYA_TAMPUNG_2020,PEMINAT_2019,JENIS_PORTOFOLIO,nama_prodi,rumpun,DAYA_TAMPUNG_2019,jumlah_peminat_2018,jumlah_peminat_2017,daya_tampung_2018,daya_tampung_2017
997,997,JAWA,-6.3156988,106.7923874,UPN VETERAN JAKARTA,3242033,HUBUNGAN INTERNASIONAL,104,1129,Tidak Ada,HUBUNGAN INTERNASIONAL,Soshum,86,2085,2160,90,80
998,998,JAWA,-6.3156988,106.7923874,UPN VETERAN JAKARTA,3242041,ILMU KOMUNIKASI,145,2981,Tidak Ada,ILMU KOMUNIKASI,Soshum,161,4926,4712,127,126
999,999,JAWA,-6.3156988,106.7923874,UPN VETERAN JAKARTA,3242056,HUKUM,154,2081,Tidak Ada,HUKUM,Soshum,165,2826,2543,157,174
1000,1000,JAWA,-6.3156988,106.7923874,UPN VETERAN JAKARTA,3242064,EKONOMI PEMBANGUNAN,40,698,Tidak Ada,EKONOMI PEMBANGUNAN,Soshum,41,1465,  ,25,  
1001,1001,JAWA,-6.3156988,106.7923874,UPN VETERAN JAKARTA,3242072,EKONOMI SYARIAH,40,735,Tidak Ada,EKONOMI SYARIAH,Soshum,41,1337,  ,26,  
1002,1002,JAWA,-6.3156988,106.7923874,UPN VETERAN JAKARTA,3242087,ILMU POLITIK,82,783,Tidak Ada,ILMU POLITIK,Soshum,62,1342,  ,56,  
1003,1003,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311016,AGROTEKNOLOGI,94,1384,Tidak Ada,AGROTEKNOLOGI,Saintek,88,902,1145,91,56
1004,1004,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311024,TEKNIK INDUSTRI,99,1619,Tidak Ada,TEKNIK INDUSTRI,Saintek,115,1396,1216,103,63
1005,1005,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311032,TEKNIK MESIN,55,914,Tidak Ada,TEKNIK MESIN,Saintek,122,881,803,113,56
1006,1006,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311047,TEKNIK ELEKTRO,83,641,Tidak Ada,TEKNIK ELEKTRO,Saintek,85,700,555,103,56
1007,1007,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311055,TEKNIK INFORMATIKA,99,1680,Tidak Ada,TEKNIK INFORMATIKA,Saintek,114,1770,1696,120,70
1008,1008,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311063,PEND. MATEMATIKA,97,914,Tidak Ada,PEND. MATEMATIKA,Saintek,107,719,594,110,70
1009,1009,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311071,AGRIBISNIS,77,931,Tidak Ada,AGRIBISNIS,Saintek,74,866,  ,79,  
1010,1010,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311086,FARMASI,33,1061,Tidak Ada,FARMASI,Saintek,46,1099,  ,53,  
1011,1011,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311094,GIZI,39,1294,Tidak Ada,GIZI,Saintek,41,  ,  ,  ,  
1012,1012,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311105,TEKNIK KIMIA,50,438,Tidak Ada,TEKNIK KIMIA,Saintek,33,  ,  ,  ,  
1013,1013,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311113,ILMU KEOLAHRAGAAN,39,45,Pendidikan Jasmani dan Olahraga,ILMU KEOLAHRAGAAN,Saintek,45,  ,  ,  ,  
1014,1014,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311121,SISTEM INFORMASI,69,789,Tidak Ada,SISTEM INFORMASI,Saintek,50,  ,  ,  ,  
1015,1015,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3311136,TEKNIK LINGKUNGAN,42,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
1016,1016,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3312012,ILMU HUKUM,132,1393,Tidak Ada,ILMU HUKUM,Soshum,136,1304,938,114,63
1017,1017,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3312027,MANAJEMEN,116,1993,Tidak Ada,MANAJEMEN,Soshum,140,2196,2046,129,70
1018,1018,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3312035,AKUNTANSI,116,1521,Tidak Ada,AKUNTANSI,Soshum,117,1409,1154,108,56
1019,1019,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3312043,PEND. LUAR SEKOLAH,58,469,Tidak Ada,PEND. LUAR SEKOLAH,Soshum,52,318,234,71,25
1020,1020,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3312051,PEND. BAHASA INGGRIS,116,871,Tidak Ada,PEND. BAHASA INGGRIS,Soshum,121,986,734,119,70
1021,1021,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3312066,"PEND. JASMANI, KESEHATAN DAN REKREASI",116,147,Pendidikan Jasmani dan Olahraga,"PEND. JASMANI, KESEHATAN DAN REKREASI",Soshum,155,495,439,141,70
1022,1022,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3312074,PEND. BAHASA DAN SASTRA INDONESIA,97,947,Tidak Ada,PEND. BAHASA DAN SASTRA INDONESIA,Soshum,101,883,883,121,63
1023,1023,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3312082,ILMU PEMERINTAHAN,97,1397,Tidak Ada,ILMU PEMERINTAHAN,Soshum,102,1399,1261,96,56
1024,1024,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3312097,ILMU KOMUNIKASI,97,1684,Tidak Ada,ILMU KOMUNIKASI,Soshum,104,1829,1456,93,56
1025,1025,JAWA,-6.3232979,107.3041507,UNIVERSITAS SINGAPERBANGSA KARAWANG,3312101,HUBUNGAN INTERNASIONAL,39,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
1026,1026,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321011,FAK. ILMU DAN TEKNOLOGI KEBUMIAN (FITB),98,589,Tidak Ada,FAK. ILMU DAN TEKNOLOGI KEBUMIAN (FITB),Saintek,112,1671,1470,112,112
1027,1027,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321026,FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM),121,758,Tidak Ada,FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM),Saintek,136,2928,2889,132,134
1028,1028,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321034,FAK. MATEMATIKA & ILMU PENGET. ALAM (FMIPA),158,992,Tidak Ada,FAK. MATEMATIKA & ILMU PENGET. ALAM (FMIPA),Saintek,180,2273,1921,180,158
1029,1029,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321042,FAKULTAS TEKNIK SIPIL & LINGKUNGAN (FTSL)  - KAMPUS GANESA,119,822,Tidak Ada,FAKULTAS TEKNIK SIPIL & LINGKUNGAN (FTSL)  - KAMPUS GANESA,Saintek,136,2981,2819,137,136
1030,1030,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321057,SEKOLAH FARMASI (SF),53,467,Tidak Ada,SEKOLAH FARMASI (SF),Saintek,60,1454,1176,60,80
1031,1031,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321065,SEKOLAH ILMU & TEKNO. HAYATI - PROG. SAINS,42,443,Tidak Ada,SEKOLAH ILMU & TEKNO. HAYATI - PROG. SAINS,Saintek,64,785,757,50,48
1032,1032,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321073,SEKOLAH TEK. ELEKTRO & INFORMATIKA (STEI),182,1478,Tidak Ada,SEKOLAH TEK. ELEKTRO & INFORMATIKA (STEI),Saintek,238,4804,4215,168,166
1033,1033,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321081,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS GANESA,126,714,Tidak Ada,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS GANESA,Saintek,144,2365,2034,142,144
1034,1034,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321096,FAKULTAS TEKNIK MESIN & DIRGANTARA (FTMD),105,793,Tidak Ada,FAKULTAS TEKNIK MESIN & DIRGANTARA (FTMD),Saintek,120,3215,3043,120,120
1035,1035,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321107,"SEK. ARSITEKTUR, PERENC & PENGEMB KEBIJAKAN",60,624,Tidak Ada,"SEK. ARSITEKTUR, PERENC & PENGEMB KEBIJAKAN",Saintek,68,2359,2142,76,72
1036,1036,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321123,SEKOLAH ILMU & TEKNO HAYATI - PROG REKAYASA,70,430,Tidak Ada,SEKOLAH ILMU & TEKNO HAYATI - PROG REKAYASA,Saintek,80,1171,1134,81,80
1037,1037,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321131,FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN (FTSL) - KAMPUS JATINANGOR,28,227,Tidak Ada,FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN (FTSL) - KAMPUS JATINANGOR,Saintek,32,900,843,32,32
1038,1038,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321146,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS JATINANGOR,28,188,Tidak Ada,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS JATINANGOR,Saintek,32,758,698,32,32
1039,1039,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321154,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS CIREBON,18,235,Tidak Ada,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS CIREBON,Saintek,20,300,369,11,8
1040,1040,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321162,"SEK. ARSITEKTUR, PERENC &AMP PENGEMB KEBIJAKAN (SAPPK) - KAMPUS CIREBON",13,147,Tidak Ada,"SEK. ARSITEKTUR, PERENC &AMP; PENGEMB KEBIJAKAN (SAPPK) - KAMPUS CIREBON",Saintek,14,317,425,14,14
1041,1041,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321177,FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM) - KAMPUS CIREBON,42,381,Tidak Ada,FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM) - KAMPUS CIREBON,Saintek,28,  ,  ,  ,  
1042,1042,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3321185,FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN (FITB) - KAMPUS CIREBON,14,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
1043,1043,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3322014,FAKULTAS SENIRUPA DAN DESAIN (FSRD),88,1151,"Seni Rupa, Desain, dan Kriya",FAKULTAS SENIRUPA DAN DESAIN (FSRD),Soshum,100,2859,2773,150,150
1044,1044,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3322022,SEKOLAH BISNIS DAN MANAJEMEN (SBM),98,1389,Tidak Ada,SEKOLAH BISNIS DAN MANAJEMEN (SBM),Soshum,96,4147,3451,128,144
1045,1045,JAWA,-6.89148,107.6084704,INSTITUT TEKNOLOGI BANDUNG,3322037,FAKULTAS SENIRUPA DAN DESAIN (FSRD) - KAMPUS CIREBON,11,82,"Seni Rupa, Desain, dan Kriya",FAKULTAS SENIRUPA DAN DESAIN (FSRD) - KAMPUS CIREBON,Soshum,12,279,285,30,15
1046,1046,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331013,PENDIDIKAN DOKTER,100,1404,Tidak Ada,PENDIDIKAN DOKTER,Saintek,125,6513,5979,165,150
1047,1047,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331021,MATEMATIKA,40,378,Tidak Ada,MATEMATIKA,Saintek,50,1040,1014,66,72
1048,1048,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331036,KIMIA,40,537,Tidak Ada,KIMIA,Saintek,51,1020,1110,66,66
1049,1049,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331044,FISIKA,32,465,Tidak Ada,FISIKA,Saintek,40,633,655,53,48
1050,1050,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331052,BIOLOGI,48,505,Tidak Ada,BIOLOGI,Saintek,60,1316,1338,79,72
1051,1051,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331067,STATISTIKA,40,484,Tidak Ada,STATISTIKA,Saintek,51,1478,1159,59,54
1052,1052,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331075,AGROTEKNOLOGI,120,1436,Tidak Ada,AGROTEKNOLOGI,Saintek,151,2951,2440,165,150
1053,1053,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331083,AGRIBISNIS,52,872,Tidak Ada,AGRIBISNIS,Saintek,70,2371,2364,83,78
1054,1054,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331091,PENDIDIKAN DOKTER GIGI,33,959,Tidak Ada,PENDIDIKAN DOKTER GIGI,Saintek,70,3049,3011,99,90
1055,1055,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331102,ILMU PETERNAKAN,160,1654,Tidak Ada,ILMU PETERNAKAN,Saintek,206,2006,2354,211,210
1056,1056,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331117,PERIKANAN,72,586,Tidak Ada,PERIKANAN,Saintek,80,1129,1159,119,120
1057,1057,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331125,ILMU KEPERAWATAN,80,1139,Tidak Ada,ILMU KEPERAWATAN,Saintek,70,2691,2587,99,90
1058,1058,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331133,ILMU KELAUTAN,36,526,Tidak Ada,ILMU KELAUTAN,Saintek,51,1731,1510,46,48
1059,1059,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331141,TEKNOLOGI  PANGAN,36,852,Tidak Ada,TEKNOLOGI  PANGAN,Saintek,60,2770,2521,79,75
1060,1060,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331156,TEKNIK PERTANIAN,36,440,Tidak Ada,TEKNIK PERTANIAN,Saintek,50,1289,1198,66,75
1061,1061,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331164,FARMASI,48,1415,Tidak Ada,FARMASI,Saintek,80,4258,3597,106,96
1062,1062,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331172,TEKNIK GEOLOGI,64,793,Tidak Ada,TEKNIK GEOLOGI,Saintek,80,2452,1929,139,96
1063,1063,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331187,PSIKOLOGI,66,1561,Tidak Ada,PSIKOLOGI,Saintek,80,4602,3475,106,96
1064,1064,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331195,GEOFISIKA,24,342,Tidak Ada,GEOFISIKA,Saintek,30,841,769,40,36
1065,1065,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331206,TEKNIK INFORMATIKA,32,1328,Tidak Ada,TEKNIK INFORMATIKA,Saintek,41,4155,3773,46,42
1066,1066,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331214,TEKNOLOGI INDUSTRI PERTANIAN,18,369,Tidak Ada,TEKNOLOGI INDUSTRI PERTANIAN,Saintek,30,921,948,40,30
1067,1067,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331222,TEKNIK ELEKTRO,24,374,Tidak Ada,TEKNIK ELEKTRO,Saintek,32,1211,1187,33,30
1068,1068,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331237,KEDOKTERAN HEWAN,20,242,Tidak Ada,KEDOKTERAN HEWAN,Saintek,25,783,620,33,30
1069,1069,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331284,ILMU AKTUARIA,20,391,Tidak Ada,ILMU AKTUARIA,Saintek,35,2272,  ,55,  
1070,1070,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331303,PERIKANAN PSDKU PANGANDARAN,10,288,Tidak Ada,PERIKANAN PSDKU PANGANDARAN,Saintek,30,174,  ,33,  
1071,1071,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331311,PETERNAKAN PSDKU PANGANDARAN,10,164,Tidak Ada,PETERNAKAN PSDKU PANGANDARAN,Saintek,30,257,  ,33,  
1072,1072,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3331326,KEPERAWATAN PSDKU PANGANDARAN,10,395,Tidak Ada,KEPERAWATAN PSDKU PANGANDARAN,Saintek,30,188,  ,33,  
1073,1073,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332016,ILMU HUKUM,160,1766,Tidak Ada,ILMU HUKUM,Soshum,181,5898,4958,251,228
1074,1074,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332024,AKUNTANSI,48,799,Tidak Ada,AKUNTANSI,Soshum,68,2893,3065,79,72
1075,1075,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332032,EKONOMI  PEMBANGUNAN,30,533,Tidak Ada,EKONOMI  PEMBANGUNAN,Soshum,42,1843,1826,79,72
1076,1076,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332047,MANAJEMEN,30,1109,Tidak Ada,MANAJEMEN,Soshum,40,4592,4290,79,72
1077,1077,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332055,ILMU ADMINISTRASI NEGARA,32,746,Tidak Ada,ILMU ADMINISTRASI NEGARA,Soshum,50,2307,2227,66,60
1078,1078,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332063,ILMU HUBUNGAN INTERNASIONAL,36,907,Tidak Ada,ILMU HUBUNGAN INTERNASIONAL,Soshum,61,3457,3030,79,72
1079,1079,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332071,ILMU KESEJAHTERAAN SOSIAL,30,795,Tidak Ada,ILMU KESEJAHTERAAN SOSIAL,Soshum,40,1987,1726,53,48
1080,1080,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332086,ILMU PEMERINTAHAN,32,696,Tidak Ada,ILMU PEMERINTAHAN,Soshum,50,2111,1908,59,54
1081,1081,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332094,ANTROPOLOGI,25,717,Tidak Ada,ANTROPOLOGI,Soshum,31,970,913,33,30
1082,1082,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332105,ILMU ADMINISTRASI BISNIS,30,876,Tidak Ada,ILMU ADMINISTRASI BISNIS,Soshum,50,2903,2898,66,60
1083,1083,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332113,SASTRA INDONESIA,50,571,Tidak Ada,SASTRA INDONESIA,Soshum,50,994,924,59,54
1084,1084,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332121,SASTRA SUNDA,39,365,Tidak Ada,SASTRA SUNDA,Soshum,37,632,571,40,42
1085,1085,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332136,ILMU SEJARAH,39,525,Tidak Ada,ILMU SEJARAH,Soshum,37,677,643,40,42
1086,1086,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332144,SASTRA INGGRIS,30,641,Tidak Ada,SASTRA INGGRIS,Soshum,51,2294,2071,82,75
1087,1087,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332152,SASTRA PERANCIS,39,440,Tidak Ada,SASTRA PERANCIS,Soshum,35,623,518,46,42
1088,1088,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332167,SASTRA JEPANG,30,509,Tidak Ada,SASTRA JEPANG,Soshum,50,1365,1132,66,60
1089,1089,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332175,SASTRA RUSIA,39,451,Tidak Ada,SASTRA RUSIA,Soshum,35,459,366,33,30
1090,1090,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332183,SASTRA JERMAN,39,436,Tidak Ada,SASTRA JERMAN,Soshum,35,762,775,46,54
1091,1091,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332191,SASTRA ARAB,65,628,Tidak Ada,SASTRA ARAB,Soshum,70,1031,849,66,60
1092,1092,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332202,ILMU KOMUNIKASI,36,1231,Tidak Ada,ILMU KOMUNIKASI,Soshum,60,5347,4937,79,72
1093,1093,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332217,ILMU PERPUSTAKAAN,48,816,Tidak Ada,ILMU PERPUSTAKAAN,Soshum,60,1542,1522,79,72
1094,1094,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332225,SOSIOLOGI,25,646,Tidak Ada,SOSIOLOGI,Soshum,30,1173,1176,33,36
1095,1095,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332233,ILMU POLITIK,20,421,Tidak Ada,ILMU POLITIK,Soshum,30,1098,913,33,30
1096,1096,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332241,HUBUNGAN MASYARAKAT,36,650,Tidak Ada,HUBUNGAN MASYARAKAT,Soshum,40,1849,1635,66,66
1097,1097,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332256,EKONOMI ISLAM,30,507,Tidak Ada,EKONOMI ISLAM,Soshum,41,1318,1423,53,48
1098,1098,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332264,MANAJEMEN KOMUNIKASI,36,848,Tidak Ada,MANAJEMEN KOMUNIKASI,Soshum,40,1745,1761,53,45
1099,1099,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332272,JURNALISTIK,36,628,Tidak Ada,JURNALISTIK,Soshum,40,1486,1351,49,45
1100,1100,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332287,TELEVISI DAN FILM,36,857,Tidak Ada,TELEVISI DAN FILM,Soshum,40,2362,2592,49,45
1101,1101,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332322,BISNIS DIGITAL,20,796,Tidak Ada,BISNIS DIGITAL,Soshum,35,2534,  ,44,  
1102,1102,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332337,ADMINISTRASI BISNIS PSDKU PANGANDARAN,10,364,Tidak Ada,ADMINISTRASI BISNIS PSDKU PANGANDARAN,Soshum,30,337,  ,33,  
1103,1103,JAWA,-6.9261321,107.7396692,UNIVERSITAS PADJADJARAN,3332345,ILMU KOMUNIKASI PSDKU PANGANDARAN,10,402,Tidak Ada,ILMU KOMUNIKASI PSDKU PANGANDARAN,Soshum,30,238,  ,33,  
1104,1104,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341015,PENDIDIKAN MATEMATIKA,46,588,Tidak Ada,PENDIDIKAN MATEMATIKA,Saintek,41,1202,1133,49,32
1105,1105,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341023,PENDIDIKAN FISIKA,41,465,Tidak Ada,PENDIDIKAN FISIKA,Saintek,41,544,473,36,33
1106,1106,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341031,PENDIDIKAN BIOLOGI,41,768,Tidak Ada,PENDIDIKAN BIOLOGI,Saintek,41,1188,1047,37,32
1107,1107,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341046,PENDIDIKAN KIMIA,41,489,Tidak Ada,PENDIDIKAN KIMIA,Saintek,41,754,704,41,32
1108,1108,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341054,PENDIDIKAN ILMU KOMPUTER,42,467,Tidak Ada,PENDIDIKAN ILMU KOMPUTER,Saintek,41,570,467,34,18
1109,1109,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341062,MATEMATIKA,45,623,Tidak Ada,MATEMATIKA,Saintek,41,716,612,20,18
1110,1110,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341077,FISIKA,21,399,Tidak Ada,FISIKA,Saintek,21,263,260,17,14
1111,1111,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341085,BIOLOGI,21,556,Tidak Ada,BIOLOGI,Saintek,21,928,853,16,14
1112,1112,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341093,KIMIA,34,695,Tidak Ada,KIMIA,Saintek,36,633,695,26,28
1113,1113,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341104,ILMU KOMPUTER,42,891,Tidak Ada,ILMU KOMPUTER,Saintek,41,1445,1439,16,18
1114,1114,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341112,PENDIDIKAN TEKNIK ARSITEKTUR,42,322,Tidak Ada,PENDIDIKAN TEKNIK ARSITEKTUR,Saintek,27,542,425,34,25
1115,1115,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341127,PENDIDIKAN TEKNIK BANGUNAN,43,275,Tidak Ada,PENDIDIKAN TEKNIK BANGUNAN,Saintek,27,335,336,40,36
1116,1116,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341143,PENDIDIKAN TEKNIK ELEKTRO,46,527,Tidak Ada,PENDIDIKAN TEKNIK ELEKTRO,Saintek,51,314,360,40,36
1117,1117,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341151,PENDIDIKAN TEKNIK MESIN,40,290,Tidak Ada,PENDIDIKAN TEKNIK MESIN,Saintek,42,589,592,45,40
1118,1118,JAWA,-6.8613616,107.5908298,UNIVERSITAS PENDIDIKAN INDONESIA,3341166,ILMU KEOLAHRAGAAN,61,161,Pendidikan Jasmani dan Olahraga,ILMU KEOLAHRAGAAN,Saintek,59,662,550,42,67
