,X,REGION,LAT,LONG,NAMA_UNIV,KODE,PROGRAM_STUDI,DAYA_TAMPUNG_2020,PEMINAT_2019,JENIS_PORTOFOLIO,nama_prodi,rumpun,DAYA_TAMPUNG_2019,jumlah_peminat_2018,jumlah_peminat_2017,daya_tampung_2018,daya_tampung_2017
1886,1886,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3731192,TEKNIK MESIN,30,616,Tidak Ada,TEKNIK MESIN,Saintek,30,961,930,24,24
1887,1887,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3731203,TEKNIK ELEKTRO,30,704,Tidak Ada,TEKNIK ELEKTRO,Saintek,45,899,788,39,24
1888,1888,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3731211,TEKNIK INFORMATIKA,30,1110,Tidak Ada,TEKNIK INFORMATIKA,Saintek,45,1985,1861,38,24
1889,1889,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3731226,TEKNIK INDUSTRI,30,581,Tidak Ada,TEKNIK INDUSTRI,Saintek,30,665,938,24,42
1890,1890,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3731234,BIOTEKNOLOGI,13,441,Tidak Ada,BIOTEKNOLOGI,Saintek,18,  ,  ,  ,  
1891,1891,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732013,BIMBINGAN DAN KONSELING,53,595,Tidak Ada,BIMBINGAN DAN KONSELING ,Soshum,54,1207,983,42,42
1892,1892,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732021,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",90,378,Pendidikan Jasmani dan Olahraga,PENDIDIKAN JASMANI DAN KESEHATAN ,Soshum,100,1102,975,80,80
1893,1893,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732036,TEKNOLOGI PENDIDIKAN,56,581,Tidak Ada,TEKNOLOGI PENDIDIKAN ,Soshum,55,586,458,44,44
1894,1894,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732044,PENDIDIKAN LUAR SEKOLAH,60,492,Tidak Ada,PENDIDIKAN LUAR SEKOLAH ,Soshum,53,366,315,44,44
1895,1895,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732052,ADMINISTRASI PENDIDIKAN,55,423,Tidak Ada,ADMINISTRASI PENDIDIKAN ,Soshum,53,894,806,40,40
1896,1896,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732067,PENDIDIKAN GURU SEKOLAH DASAR,150,1292,Tidak Ada,PENDIDIKAN GURU SEKOLAH DASAR,Soshum,176,2213,2169,140,140
1897,1897,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732075,PENDIDIKAN GURU PEND. ANAK USIA DINI,61,383,Tidak Ada,PENDIDIKAN GURU PEND. ANAK USIA DINI,Soshum,61,579,493,48,48
1898,1898,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732083,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,80,645,Tidak Ada,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN  ,Soshum,82,734,584,64,64
1899,1899,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732091,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",50,510,Tidak Ada,"PEND. BAHASA, SASTRA INDONESIA & DAERAH ",Soshum,50,1173,1087,48,48
1900,1900,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732102,PENDIDIKAN BAHASA INGGRIS,70,504,Tidak Ada,PENDIDIKAN BAHASA INGGRIS ,Soshum,62,1302,1087,48,48
1901,1901,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732117,PENDIDIKAN BAHASA ARAB,45,458,Tidak Ada,PENDIDIKAN BAHASA ARAB ,Soshum,46,724,628,36,36
1902,1902,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732125,PENDIDIKAN SENI RUPA,50,185,"Seni Rupa, Desain, dan Kriya",PENDIDIKAN SENI RUPA  ,Soshum,50,412,404,40,28
1903,1903,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732133,PENDIDIKAN BAHASA JERMAN,38,323,Tidak Ada,PENDIDIKAN BAHASA JERMAN   ,Soshum,40,248,219,30,30
1904,1904,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732141,PENDIDIKAN SENI TARI DAN MUSIK,50,146,Sendratasik,PENDIDIKAN SENI TARI DAN MUSIK ,Soshum,51,347,241,40,28
1905,1905,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732156,PENDIDIKAN SEJARAH,70,662,Tidak Ada,PENDIDIKAN SEJARAH  ,Soshum,72,690,614,56,56
1906,1906,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732164,PENDIDIKAN EKONOMI,70,711,Tidak Ada,PENDIDIKAN EKONOMI  ,Soshum,72,660,592,56,56
1907,1907,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732172,PENDIDIKAN TATA NIAGA,53,595,Tidak Ada,PENDIDIKAN TATA NIAGA ,Soshum,63,520,287,48,32
1908,1908,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732187,PENDIDIKAN ADMINISTRASI PERKANTORAN,53,838,Tidak Ada,PENDIDIKAN ADMINISTRASI PERKANTORAN ,Soshum,86,1188,1064,64,64
1909,1909,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732195,PENDIDIKAN AKUNTANSI,45,626,Tidak Ada,PENDIDIKAN AKUNTANSI ,Soshum,60,521,490,48,48
1910,1910,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732206,PENDIDIKAN TATA BOGA,30,598,Tidak Ada,PENDIDIKAN TATA BOGA ,Soshum,30,959,790,26,24
1911,1911,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732214,PENDIDIKAN TATA BUSANA,30,471,Tidak Ada,PENDIDIKAN TATA BUSANA ,Soshum,30,742,611,25,24
1912,1912,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732222,PSIKOLOGI,100,1544,Tidak Ada,PSIKOLOGI ,Soshum,101,2518,2162,80,64
1913,1913,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732237,BAHASA DAN SASTRA INDONESIA,34,404,Tidak Ada,BAHASA DAN SASTRA INDONESIA ,Soshum,35,734,596,14,12
1914,1914,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732245,BAHASA DAN SASTRA INGGRIS,35,519,Tidak Ada,BAHASA DAN SASTRA INGGRIS ,Soshum,30,1167,931,25,24
1915,1915,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732253,ILMU SEJARAH,21,308,Tidak Ada,ILMU SEJARAH ,Soshum,20,381,339,16,16
1916,1916,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732261,DESAIN KOMUNIKASI VISUAL,60,521,"Seni Rupa, Desain, dan Kriya",DESAIN KOMUNIKASI VISUAL ,Soshum,60,1175,978,42,42
1917,1917,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732276,AKUNTANSI,88,1105,Tidak Ada,AKUNTANSI  ,Soshum,105,2160,1937,80,80
1918,1918,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732284,EKONOMI DAN STUDI PEMBANGUNAN,70,936,Tidak Ada,EKONOMI DAN STUDI PEMBANGUNAN ,Soshum,74,1409,1347,56,56
1919,1919,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732292,MANAJEMEN,123,1727,Tidak Ada,MANAJEMEN ,Soshum,144,3496,3344,121,112
1920,1920,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732303,PENDIDIKAN LUAR BIASA,53,390,Tidak Ada,PENDIDIKAN LUAR BIASA ,Soshum,56,573,471,44,44
1921,1921,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732311,PENDIDIKAN GEOGRAFI,80,867,Tidak Ada,PENDIDIKAN GEOGRAFI  ,Soshum,82,756,693,64,64
1922,1922,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732326,PENDIDIKAN BAHASA MANDARIN,25,203,Tidak Ada,PENDIDIKAN BAHASA MANDARIN,Soshum,26,213,158,20,20
1923,1923,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732334,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,32,672,Tidak Ada,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Soshum,40,520,452,32,32
1924,1924,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732342,PENDIDIKAN KEPELATIHAN OLAHRAGA,54,234,Pendidikan Jasmani dan Olahraga,PENDIDIKAN KEPELATIHAN OLAHRAGA,Soshum,45,616,512,32,34
1925,1925,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732357,GEOGRAFI,45,729,Tidak Ada,GEOGRAFI,Soshum,41,736,625,32,32
1926,1926,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732365,PENDIDIKAN SOSIOLOGI,42,907,Tidak Ada,PENDIDIKAN SOSIOLOGI,Soshum,53,979,875,32,32
1927,1927,JAWA,-7.961259,112.6152033,UNIVERSITAS NEGERI MALANG,3732373,ILMU PERPUSTAKAAN,33,595,Tidak Ada,ILMU PERPUSTAKAAN,Soshum,36,756,563,20,20
1928,1928,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3741012,MATEMATIKA,75,388,Tidak Ada,MATEMATIKA,Saintek,66,407,336,75,74
1929,1929,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3741027,BIOLOGI,100,552,Tidak Ada,BIOLOGI,Saintek,66,664,646,70,75
1930,1930,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3741035,KIMIA,75,480,Tidak Ada,KIMIA,Saintek,66,385,307,75,70
1931,1931,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3741043,FISIKA,75,372,Tidak Ada,FISIKA,Saintek,50,193,158,50,47
1932,1932,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3741051,TEKNIK INFORMATIKA,100,919,Tidak Ada,TEKNIK INFORMATIKA,Saintek,90,1050,1063,75,76
1933,1933,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3741066,TEKNIK ARSITEKTUR,75,670,Tidak Ada,TEKNIK ARSITEKTUR,Saintek,68,736,664,75,76
1934,1934,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3741074,FARMASI,75,1144,Tidak Ada,FARMASI,Saintek,66,1291,1200,63,50
1935,1935,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3741124,PENDIDIKAN DOKTER,30,1114,Tidak Ada,PENDIDIKAN DOKTER,Saintek,30,1695,1366,30,35
1936,1936,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3742023,PENDIDIKAN IPS,75,443,Tidak Ada,PENDIDIKAN IPS,Soshum,66,637,634,100,146
1937,1937,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3742077,BAHASA DAN SASTRA INGGRIS,150,567,Tidak Ada,BAHASA DAN SASTRA INGGRIS,Soshum,132,925,725,155,115
1938,1938,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3742093,PSIKOLOGI,150,969,Tidak Ada,PSIKOLOGI,Soshum,134,1428,1230,149,145
1939,1939,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3742104,MANAJEMEN,150,1086,Tidak Ada,MANAJEMEN,Soshum,134,1689,1590,149,145
1940,1940,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3742112,AKUNTANSI,75,591,Tidak Ada,AKUNTANSI,Soshum,66,758,790,75,77
1941,1941,JAWA,-7.9517844,112.605264,UNIVERSITAS ISLAM NEGERI MALANG,3742135,PERPUSTAKAAN DAN ILMU INFORMASI,50,462,Tidak Ada,PERPUSTAKAAN DAN ILMU INFORMASI,Soshum,44,  ,  ,  ,  
1942,1942,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811014,KEDOKTERAN,75,1302,Tidak Ada,PENDIDIKAN DOKTER,Saintek,100,3805,3465,100,88
1943,1943,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811022,KEDOKTERAN GIGI,54,897,Tidak Ada,PENDIDIKAN DOKTER GIGI,Saintek,72,1956,1777,66,58
1944,1944,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811037,FARMASI,89,1124,Tidak Ada,PENDIDIKAN APOTEKER,Saintek,101,2174,1890,96,84
1945,1945,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811045,KEDOKTERAN HEWAN,75,785,Tidak Ada,KEDOKTERAN HEWAN,Saintek,100,1341,1338,100,95
1946,1946,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811053,MATEMATIKA,28,290,Tidak Ada,MATEMATIKA,Saintek,40,645,557,48,42
1947,1947,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811061,BIOLOGI,30,311,Tidak Ada,BIOLOGI,Saintek,40,794,586,40,35
1948,1948,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811076,FISIKA,32,347,Tidak Ada,FISIKA,Saintek,40,388,284,40,35
1949,1949,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811084,KIMIA,33,293,Tidak Ada,KIMIA,Saintek,40,647,400,40,35
1950,1950,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811092,KESEHATAN MASYARAKAT,98,1033,Tidak Ada,KESEHATAN MASYARAKAT,Saintek,112,2309,2072,96,84
1951,1951,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811103,KEPERAWATAN,74,596,Tidak Ada,PENDIDIKAN NERS,Saintek,71,997,916,60,53
1952,1952,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811111,AKUAKULTUR,74,444,Tidak Ada,BUDIDAYA PERAIRAN,Saintek,73,1086,892,72,63
1953,1953,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811126,KEBIDANAN,30,486,Tidak Ada,PENDIDIKAN BIDAN,Saintek,31,590,567,20,17
1954,1954,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811134,TEKNIK BIOMEDIS,24,679,Tidak Ada,TEKNOBIOMEDIK,Saintek,32,1032,961,24,21
1955,1955,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811142,TEKNIK LINGKUNGAN,30,360,Tidak Ada,ILMU DAN TEKNOLOGI LINGKUNGAN,Saintek,33,869,792,24,21
1956,1956,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811157,SISTEM INFORMASI,30,490,Tidak Ada,SISTEM INFORMASI,Saintek,32,1020,846,24,21
1957,1957,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811165,STATISTIKA,30,416,Tidak Ada,STATISTIKA,Saintek,32,624,638,24,21
1958,1958,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811173,GIZI,36,618,Tidak Ada,ILMU GIZI,Saintek,48,1624,1446,36,31
1959,1959,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811181,KEDOKTERAN HEWAN (PSDKU BANYUWANGI),25,161,Tidak Ada,PENDIDIKAN DOKTER HEWAN (PSDKU BANYUWANGI),Saintek,20,300,167,20,17
1960,1960,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811196,KESEHATAN MASYARAKAT (PSDKU BANYUWANGI),25,190,Tidak Ada,KESEHATAN MASYARAKAT (PSDKU BANYUWANGI),Saintek,20,384,206,20,18
1961,1961,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811207,AKUAKULTUR (PSDKU BANYUWANGI),27,142,Tidak Ada,BUDIDAYA PERAIRAN (PSDKU BANYUWANGI),Saintek,20,203,150,20,18
1962,1962,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811215,TEKNOLOGI HASIL PERIKANAN,48,353,Tidak Ada,TEKNOLOGI INDUSTRI HASIL PERIKANAN,Saintek,48,529,519,36,31
1963,1963,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811223,TEKNIK INDUSTRI,32,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
1964,1964,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811231,TEKNIK ELEKTRO,31,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
1965,1965,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811246,REKAYASA NANOTEKNOLOGI,31,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
1966,1966,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811254,TEKNOLOGI SAINS DATA,30,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
1967,1967,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3811262,TEKNIK ROBOTIKA DAN KECERDASAN BUATAN,32,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
1968,1968,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812017,ILMU HUKUM,81,970,Tidak Ada,ILMU HUKUM,Soshum,106,2429,2199,96,84
1969,1969,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812025,ILMU ADMINISTRASI NEGARA,36,329,Tidak Ada,ILMU ADMINISTRASI NEGARA,Soshum,49,1137,1096,44,39
1970,1970,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812033,PSIKOLOGI,66,813,Tidak Ada,PSIKOLOGI,Soshum,89,2821,2491,88,73
1971,1971,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812041,SOSIOLOGI,39,390,Tidak Ada,SOSIOLOGI,Soshum,40,806,742,40,35
1972,1972,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812056,ILMU POLITIK,38,310,Tidak Ada,ILMU POLITIK,Soshum,42,857,705,40,35
1973,1973,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812064,ILMU HUBUNGAN INTERNASIONAL,36,493,Tidak Ada,ILMU HUBUNGAN INTERNASIONAL,Soshum,48,1679,1482,44,39
1974,1974,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812072,ANTROPOLOGI,38,371,Tidak Ada,ANTROPOLOGI SOSIAL,Soshum,40,715,524,40,35
1975,1975,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812087,EKONOMI PEMBANGUNAN,88,570,Tidak Ada,EKONOMI PEMBANGUNAN,Soshum,81,1327,1187,80,70
1976,1976,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812095,MANAJEMEN,77,882,Tidak Ada,MANAJEMEN,Soshum,100,2677,2680,100,102
1977,1977,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812106,AKUNTANSI,75,722,Tidak Ada,AKUNTANSI,Soshum,100,2074,2350,100,102
1978,1978,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812114,ILMU KOMUNIKASI,36,516,Tidak Ada,ILMU KOMUNIKASI,Soshum,48,1748,1592,44,39
1979,1979,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812122,ILMU SEJARAH,32,299,Tidak Ada,ILMU SEJARAH,Soshum,36,460,407,40,35
1980,1980,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812137,ILMU INFORMASI DAN PERPUSTAKAAN,38,346,Tidak Ada,ILMU INFORMASI DAN PERPUSTAKAAN,Soshum,40,829,750,36,32
1981,1981,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812145,BAHASA DAN SASTRA INGGRIS,63,544,Tidak Ada,SASTRA INGGRIS,Soshum,80,1286,1139,64,56
1982,1982,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812153,BAHASA DAN SASTRA INDONESIA,48,429,Tidak Ada,SASTRA INDONESIA,Soshum,66,686,686,64,56
1983,1983,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812161,STUDI KEJEPANGAN,38,257,Tidak Ada,SASTRA JEPANG,Soshum,28,464,423,24,21
1984,1984,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812176,EKONOMI ISLAM,90,793,Tidak Ada,EKONOMI ISLAM,Soshum,90,1258,1368,80,70
1985,1985,JAWA,-7.265146,112.7563397,UNIVERSITAS AIRLANGGA,3812184,AKUNTANSI (PSDKU BANYUWANGI),25,148,Tidak Ada,AKUNTANSI (PSDKU BANYUWANGI),Soshum,20,218,197,20,18
1986,1986,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821016,FISIKA,63,403,Tidak Ada,FISIKA,Saintek,48,384,477,48,52
1987,1987,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821024,MATEMATIKA,61,326,Tidak Ada,MATEMATIKA,Saintek,52,632,612,52,52
1988,1988,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821032,STATISTIKA,61,529,Tidak Ada,STATISTIKA,Saintek,60,866,1047,44,52
1989,1989,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821047,KIMIA,60,367,Tidak Ada,KIMIA,Saintek,49,543,556,48,48
1990,1990,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821055,BIOLOGI,38,373,Tidak Ada,BIOLOGI,Saintek,40,535,524,40,36
1991,1991,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821063,TEKNIK MESIN,79,641,Tidak Ada,TEKNIK MESIN,Saintek,88,1977,2144,80,90
1992,1992,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821071,TEKNIK ELEKTRO,88,660,Tidak Ada,TEKNIK ELEKTRO,Saintek,97,1697,1551,96,64
1993,1993,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821086,TEKNIK KIMIA,60,501,Tidak Ada,TEKNIK KIMIA,Saintek,80,1072,1185,64,64
1994,1994,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821094,TEKNIK FISIKA,61,554,Tidak Ada,TEKNIK FISIKA,Saintek,72,871,957,60,60
1995,1995,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821105,TEKNIK INDUSTRI,60,591,Tidak Ada,TEKNIK INDUSTRI,Saintek,80,2057,1833,80,80
1996,1996,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821113,TEKNIK MATERIAL,61,398,Tidak Ada,TEKNIK MATERIAL,Saintek,64,1192,1019,60,52
1997,1997,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821121,TEKNIK SIPIL,61,644,Tidak Ada,TEKNIK SIPIL,Saintek,60,2253,2246,60,60
1998,1998,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821136,ARSITEKTUR,44,523,Tidak Ada,ARSITEKTUR,Saintek,40,1563,1623,40,40
1999,1999,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821144,TEKNIK LINGKUNGAN,48,358,Tidak Ada,TEKNIK LINGKUNGAN,Saintek,48,1156,1124,48,44
2000,2000,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821152,TEKNIK GEOMATIKA,45,397,Tidak Ada,TEKNIK GEOMATIKA,Saintek,48,700,748,44,44
2001,2001,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821167,PERENCANAAN WILAYAH DAN KOTA,57,380,Tidak Ada,PERENCANAAN WILAYAH DAN KOTA,Saintek,44,1149,1174,44,44
2002,2002,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821175,TEKNIK PERKAPALAN,41,264,Tidak Ada,TEKNIK PERKAPALAN,Saintek,36,887,1022,36,36
2003,2003,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821183,TEKNIK KELAUTAN,37,456,Tidak Ada,TEKNIK KELAUTAN,Saintek,52,766,1046,52,48
2004,2004,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821191,TEKNIK SISTEM PERKAPALAN,39,415,Tidak Ada,TEKNIK SISTEM PERKAPALAN,Saintek,52,878,933,54,36
2005,2005,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821202,TEKNIK INFORMATIKA,91,1027,Tidak Ada,INFORMATIKA,Saintek,101,2155,2537,72,84
2006,2006,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821217,SISTEM INFORMASI,54,656,Tidak Ada,SISTEM INFORMASI,Saintek,60,1889,1626,60,60
2007,2007,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821225,DESAIN PRODUK INDUSTRI,36,239,"Seni Rupa, Desain, dan Kriya",DESAIN PRODUK INDUSTRI,Saintek,27,426,851,24,48
2008,2008,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821233,TEKNIK TRANSPORTASI LAUT,18,228,Tidak Ada,TEKNIK TRANSPORTASI LAUT,Saintek,20,401,449,20,20
2009,2009,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821241,TEK. SIST PERKAPALAN (GLR GANDA ITS-JERMAN),21,196,Tidak Ada,TEK. SIST PERKAPALAN (GLR GANDA ITS-JERMAN),Saintek,27,421,380,24,16
2010,2010,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821256,TEKNIK KOMPUTER,24,349,Tidak Ada,TEKNIK KOMPUTER,Saintek,32,962,675,32,20
2011,2011,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821272,TEKNIK GEOFISIKA,30,247,Tidak Ada,TEKNIK GEOFISIKA,Saintek,25,454,417,24,26
2012,2012,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821287,DESAIN INTERIOR,24,218,"Seni Rupa, Desain, dan Kriya",DESAIN INTERIOR,Saintek,24,710,635,28,26
2013,2013,JAWA,-7.282356,112.7927366,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3821295,TEKNIK BIOMEDIK,24,440,Tidak Ada,TEKNIK BIOMEDIK,Saintek,32,924,453,30,20
